Year,Month,sido,gugun,psg_car,van,truck,sp_car
2023,9,충청북도,보은군,12160,781,7057,157
2023,9,충청북도,영동군,17371,871,8531,134
2023,9,충청북도,옥천군,20133,981,8756,200
2023,9,충청북도,음성군,46795,2456,15300,373
2023,9,충청북도,제천시,54701,2036,15586,1220
2023,9,충청북도,증평군,17135,648,3830,126
2023,9,충청북도,진천군,43836,1677,10222,278
2023,9,충청북도,청원군,9,3,8,0
2023,9,충청북도,청주시,395982,12824,61484,2509
2023,9,충청북도,충주시,99209,3542,22194,712
2023,10,강원특별자치도,강릉시,95498,3268,19845,821
2023,10,강원특별자치도,고성군,11781,566,4191,87
2023,10,강원특별자치도,동해시,40148,1531,7587,393
2023,10,강원특별자치도,삼척시,26532,1092,7108,186
2023,10,강원특별자치도,속초시,35030,1342,5911,245
2023,10,강원특별자치도,양구군,8922,403,3508,74
2023,10,강원특별자치도,양양군,12522,483,4360,111
2023,10,강원특별자치도,영월군,15232,806,6488,170
2023,10,강원특별자치도,원주시,160605,5094,29380,996
2023,10,강원특별자치도,인제군,14589,593,5185,120
2023,10,강원특별자치도,정선군,14533,746,6509,137
2023,10,강원특별자치도,철원군,17174,804,7275,110
2023,10,강원특별자치도,춘천시,122865,4086,21805,926
2023,10,강원특별자치도,태백시,16547,810,3630,161
2023,10,강원특별자치도,평창군,17846,998,8947,147
2023,10,강원특별자치도,홍천군,28093,1642,12382,228
2023,10,강원특별자치도,화천군,9856,415,3449,90
2023,10,강원특별자치도,횡성군,19721,1021,8935,173
2023,10,경기도,가평군,25333,1390,6992,193
2023,10,경기도,고양시,399229,10987,48954,1560
2023,10,경기도,과천시,29502,681,2428,89
2023,10,경기도,광명시,89461,2949,12881,411
2023,10,경기도,광주시,169200,7702,36136,1019
2023,10,경기도,구리시,62328,2044,10013,347
2023,10,경기도,군포시,89412,2466,13164,442
2023,10,경기도,김포시,202552,6930,35457,1361
2023,10,경기도,남양주시,268370,8887,49538,1562
2023,10,경기도,동두천시,32606,1374,6213,154
2023,10,경기도,부천시,259758,9394,40946,1199
2023,10,경기도,성남시,319802,8957,29747,1208
2023,10,경기도,수원시,495578,14977,50857,2128
2023,10,경기도,시흥시,224672,7288,43899,1155
2023,10,경기도,안산시,262167,11362,48329,1513
2023,10,경기도,안성시,91169,3719,22433,1198
2023,10,경기도,안양시,189065,6252,24790,817
2023,10,경기도,양주시,107225,4371,22447,705
2023,10,경기도,양평군,52323,2449,13345,366
2023,10,경기도,여주시,52635,2840,20445,639
2023,10,경기도,연천군,17755,1019,10882,656
2023,10,경기도,오산시,101134,3492,12853,463
2023,10,경기도,용인시,446610,11979,48244,2006
2023,10,경기도,의왕시,59400,1628,8138,461
2023,10,경기도,의정부시,153319,5409,21421,792
2023,10,경기도,이천시,101762,4257,23300,986
2023,10,경기도,파주시,207100,8419,37219,942
2023,10,경기도,평택시,285674,10336,43117,1922
2023,10,경기도,포천시,69375,3716,23716,726
2023,10,경기도,하남시,122498,3099,18264,488
2023,10,경기도,화성시,438791,13474,71004,2314
2023,10,경상남도,거제시,95131,3497,12471,461
2023,10,경상남도,거창군,24376,1106,9667,261
2023,10,경상남도,고성군,19960,897,7676,193
2023,10,경상남도,김해시,242007,7098,45640,1346
2023,10,경상남도,남해군,14324,708,6488,101
2023,10,경상남도,밀양시,43689,1704,16462,826
2023,10,경상남도,사천시,47814,1792,11146,298
2023,10,경상남도,산청군,13713,634,7752,296
2023,10,경상남도,양산시,150458,5094,29648,2227
2023,10,경상남도,의령군,10453,511,5247,174
2023,10,경상남도,진주시,145199,4592,29456,924
2023,10,경상남도,창녕군,25220,1220,10866,217
2023,10,경상남도,창원시,589480,13485,63279,2278
2023,10,경상남도,통영시,43678,2059,9319,224
2023,10,경상남도,하동군,16250,649,8055,163
2023,10,경상남도,함안군,66379,1478,10881,491
2023,10,경상남도,함양군,13459,637,6770,105
2023,10,경상남도,합천군,15736,745,8683,158
2023,10,경상북도,경산시,118849,3563,24968,779
2023,10,경상북도,경주시,119454,4528,28090,912
2023,10,경상북도,고령군,14143,760,7178,138
2023,10,경상북도,구미시,191209,5992,29798,1089
2023,10,경상북도,군위군,24,10,154,17
2023,10,경상북도,김천시,58848,2433,19160,389
2023,10,경상북도,문경시,27475,1387,10714,245
2023,10,경상북도,봉화군,11293,528,7168,75
2023,10,경상북도,상주시,37092,1994,18478,375
2023,10,경상북도,성주군,20220,884,12313,293
2023,10,경상북도,안동시,64653,2690,20833,587
2023,10,경상북도,영덕군,13005,717,6284,111
2023,10,경상북도,영양군,6072,341,3955,44
2023,10,경상북도,영주시,41325,1822,15541,399
2023,10,경상북도,영천시,45282,2094,17909,600
2023,10,경상북도,예천군,22920,856,8824,168
2023,10,경상북도,울릉군,4646,485,1497,32
2023,10,경상북도,울진군,20333,790,6863,166
2023,10,경상북도,의성군,19676,1028,13192,217
2023,10,경상북도,청도군,17886,734,8511,263
2023,10,경상북도,청송군,9890,573,6186,95
2023,10,경상북도,칠곡군,56623,2285,14607,544
2023,10,경상북도,포항시,231895,7230,41669,2895
2023,10,광주광역시,광산구,176027,4996,35058,1604
2023,10,광주광역시,남구,83835,2446,9876,406
2023,10,광주광역시,동구,42221,1184,4659,203
2023,10,광주광역시,북구,174239,5141,26419,1092
2023,10,광주광역시,서구,130172,3545,17462,630
2023,10,대구광역시,군위군,10090,451,5421,76
2023,10,대구광역시,남구,49026,1654,6979,181
2023,10,대구광역시,달서구,252281,5740,35256,1156
2023,10,대구광역시,달성군,119730,3606,22857,724
2023,10,대구광역시,동구,144196,4135,23193,913
2023,10,대구광역시,북구,173130,4608,33198,986
2023,10,대구광역시,서구,59699,1954,12511,276
2023,10,대구광역시,수성구,197167,3855,17533,606
2023,10,대구광역시,중구,55034,1431,5095,118
2023,10,대전광역시,대덕구,74180,2810,17996,768
2023,10,대전광역시,동구,79491,3025,14963,534
2023,10,대전광역시,서구,197712,4900,21338,1003
2023,10,대전광역시,유성구,175189,3621,18362,899
2023,10,대전광역시,중구,84360,3032,14280,521
2023,10,부산광역시,강서구,68988,2086,18937,951
2023,10,부산광역시,금정구,68828,2993,13002,850
2023,10,부산광역시,기장군,73867,2715,12333,459
2023,10,부산광역시,남구,83146,2679,13628,1823
2023,10,부산광역시,동구,42057,1127,6051,1144
2023,10,부산광역시,동래구,87025,2331,11635,469
2023,10,부산광역시,부산진구,133451,3423,15548,742
2023,10,부산광역시,북구,89387,2598,13843,435
2023,10,부산광역시,사상구,69247,2446,16930,547
2023,10,부산광역시,사하구,95851,3160,15092,504
2023,10,부산광역시,서구,26272,956,4673,153
2023,10,부산광역시,수영구,115483,2406,6935,514
2023,10,부산광역시,연제구,113277,2725,10705,901
2023,10,부산광역시,영도구,28140,1335,4628,111
2023,10,부산광역시,중구,31064,570,7182,1814
2023,10,부산광역시,해운대구,161050,3469,15518,809
2023,10,서울특별시,강남구,231395,4636,16241,520
2023,10,서울특별시,강동구,134094,4234,14848,436
2023,10,서울특별시,강북구,62910,3037,8536,271
2023,10,서울특별시,강서구,177710,5794,20976,678
2023,10,서울특별시,관악구,103038,3547,11669,374
2023,10,서울특별시,광진구,84258,2611,10794,235
2023,10,서울특별시,구로구,125923,4906,16937,482
2023,10,서울특별시,금천구,75363,3320,13309,294
2023,10,서울특별시,노원구,135369,4339,12365,507
2023,10,서울특별시,도봉구,81502,3066,10239,356
2023,10,서울특별시,동대문구,86989,2923,12254,301
2023,10,서울특별시,동작구,95878,2522,7872,341
2023,10,서울특별시,마포구,106360,3366,11873,777
2023,10,서울특별시,서대문구,80996,2652,7879,251
2023,10,서울특별시,서초구,156908,3775,15804,454
2023,10,서울특별시,성동구,90715,2820,10501,315
2023,10,서울특별시,성북구,107707,4144,10497,300
2023,10,서울특별시,송파구,214835,5960,23190,764
2023,10,서울특별시,양천구,132483,4041,14363,717
2023,10,서울특별시,영등포구,121237,4097,18152,1109
2023,10,서울특별시,용산구,66781,2092,6148,174
2023,10,서울특별시,은평구,118680,3962,12211,378
2023,10,서울특별시,종로구,41555,3291,5569,275
2023,10,서울특별시,중구,45147,2841,6744,459
2023,10,서울특별시,중랑구,97282,3766,14684,552
2023,10,세종특별자치시,세종시,175406,4131,17262,840
2023,10,울산광역시,남구,141087,3489,19666,929
2023,10,울산광역시,동구,58593,1432,5059,204
2023,10,울산광역시,북구,109544,2464,12975,585
2023,10,울산광역시,울주군,107967,3385,24740,1404
2023,10,울산광역시,중구,90497,2311,11065,482
2023,10,인천광역시,강화군,40919,1596,11111,243
2023,10,인천광역시,계양구,235883,5204,27704,905
2023,10,인천광역시,남동구,247243,6629,33397,1034
2023,10,인천광역시,동구,21071,975,5063,417
2023,10,인천광역시,미추홀구,145439,4468,21878,1293
2023,10,인천광역시,부평구,240750,5973,24342,717
2023,10,인천광역시,서구,264529,7776,40564,1465
2023,10,인천광역시,연수구,204429,3993,15745,907
2023,10,인천광역시,옹진군,8971,638,4064,62
2023,10,인천광역시,중구,67070,2709,17382,2175
2023,10,전라남도,강진군,12426,676,7368,125
2023,10,전라남도,고흥군,20616,1230,12853,165
2023,10,전라남도,곡성군,10472,540,5462,121
2023,10,전라남도,광양시,75392,2557,17857,2141
2023,10,전라남도,구례군,9595,518,4232,91
2023,10,전라남도,나주시,52816,2404,17382,619
2023,10,전라남도,담양군,20371,1110,8953,280
2023,10,전라남도,목포시,84505,3284,15658,668
2023,10,전라남도,무안군,38966,1771,12691,300
2023,10,전라남도,보성군,14026,838,8315,139
2023,10,전라남도,순천시,123219,3804,24955,1372
2023,10,전라남도,신안군,108122,2887,9938,192
2023,10,전라남도,여수시,114532,4169,25310,1277
2023,10,전라남도,영광군,20942,951,8673,155
2023,10,전라남도,영암군,24062,1371,11999,342
2023,10,전라남도,완도군,16325,893,9959,127
2023,10,전라남도,장성군,19149,868,9208,213
2023,10,전라남도,장흥군,13221,687,7416,98
2023,10,전라남도,진도군,11071,637,6455,83
2023,10,전라남도,함평군,22532,852,6752,114
2023,10,전라남도,해남군,103437,3029,15782,163
2023,10,전라남도,화순군,25875,1998,8680,302
2023,10,전라북도,고창군,20017,1445,11019,163
2023,10,전라북도,군산시,116421,3852,22690,1144
2023,10,전라북도,김제시,33910,1755,14655,405
2023,10,전라북도,남원시,29670,1464,13129,243
2023,10,전라북도,무주군,8877,569,4767,90
2023,10,전라북도,부안군,19159,1035,8992,167
2023,10,전라북도,순창군,10052,490,5338,68
2023,10,전라북도,완주군,44646,2183,14734,462
2023,10,전라북도,익산시,114013,4681,27806,821
2023,10,전라북도,임실군,9732,551,5332,95
2023,10,전라북도,장수군,7880,426,4602,75
2023,10,전라북도,전주시,293911,8598,39951,1457
2023,10,전라북도,정읍시,42973,1946,16078,363
2023,10,전라북도,진안군,9557,596,5202,79
2023,10,제주특별자치도,서귀포시,78442,3284,28255,418
2023,10,제주특별자치도,제주시,514711,14088,60877,1764
2023,10,충청남도,계룡시,23101,727,2715,126
2023,10,충청남도,공주시,43559,2084,13687,344
2023,10,충청남도,금산군,21776,1329,9323,191
2023,10,충청남도,논산시,46256,2571,16457,294
2023,10,충청남도,당진시,84029,2907,21319,1242
2023,10,충청남도,보령시,40677,1687,13484,368
2023,10,충청남도,부여군,23127,1549,11750,152
2023,10,충청남도,서산시,81317,3095,20864,811
2023,10,충청남도,서천군,19589,897,8276,177
2023,10,충청남도,아산시,166346,5541,27837,1026
2023,10,충청남도,예산군,34118,1841,12393,312
2023,10,충청남도,천안시,298644,10107,45887,1769
2023,10,충청남도,청양군,11421,605,6561,152
2023,10,충청남도,태안군,24535,1144,11165,191
2023,10,충청남도,홍성군,41730,1702,13091,375
2023,10,충청북도,괴산군,15397,895,8275,124
2023,10,충청북도,단양군,11111,617,5368,308
2023,10,충청북도,보은군,12164,788,7058,154
2023,10,충청북도,영동군,17406,868,8542,132
2023,10,충청북도,옥천군,20120,977,8747,201
2023,10,충청북도,음성군,46771,2446,15317,374
2023,10,충청북도,제천시,54791,2026,15586,1229
2023,10,충청북도,증평군,17153,637,3821,126
2023,10,충청북도,진천군,43952,1679,10256,280
2023,10,충청북도,청원군,9,3,8,0
2023,10,충청북도,청주시,396474,12795,61296,2519
2023,10,충청북도,충주시,98715,3529,22111,723
2023,11,강원특별자치도,강릉시,95607,3257,19903,827
2023,11,강원특별자치도,고성군,11821,558,4196,85
2023,11,강원특별자치도,동해시,40215,1513,7583,386
2023,11,강원특별자치도,삼척시,26572,1090,7111,189
2023,11,강원특별자치도,속초시,35083,1341,5875,251
2023,11,강원특별자치도,양구군,8943,401,3508,76
2023,11,강원특별자치도,양양군,12553,479,4361,111
2023,11,강원특별자치도,영월군,15259,793,6483,170
2023,11,강원특별자치도,원주시,160932,5091,29395,999
2023,11,강원특별자치도,인제군,14656,588,5186,117
2023,11,강원특별자치도,정선군,14563,749,6490,143
2023,11,강원특별자치도,철원군,17165,803,7307,110
2023,11,강원특별자치도,춘천시,123016,4084,21808,931
2023,11,강원특별자치도,태백시,16539,805,3628,162
2023,11,강원특별자치도,평창군,17913,985,9014,151
2023,11,강원특별자치도,홍천군,28122,1602,12415,227
2023,11,강원특별자치도,화천군,9798,413,3453,89
2023,11,강원특별자치도,횡성군,19764,1014,8979,177
2023,11,경기도,가평군,25408,1389,6963,192
2023,11,경기도,고양시,399837,10931,48929,1573
2023,11,경기도,과천시,29479,683,2424,87
2023,11,경기도,광명시,89755,2941,12837,407
2023,11,경기도,광주시,169380,7615,36255,1024
2023,11,경기도,구리시,62335,2038,10006,347
2023,11,경기도,군포시,89296,2464,13181,445
2023,11,경기도,김포시,203101,6909,35482,1365
2023,11,경기도,남양주시,268849,8839,49575,1567
2023,11,경기도,동두천시,32677,1363,6183,155
2023,11,경기도,부천시,260262,9357,40984,1210
2023,11,경기도,성남시,320937,8956,29768,1224
2023,11,경기도,수원시,499058,15006,50935,2147
2023,11,경기도,시흥시,225477,7265,44079,1161
2023,11,경기도,안산시,262447,11326,48283,1516
2023,11,경기도,안성시,91218,3728,22554,1206
2023,11,경기도,안양시,189333,6211,24664,820
2023,11,경기도,양주시,107905,4381,22493,715
2023,11,경기도,양평군,52644,2439,13335,364
2023,11,경기도,여주시,52818,2819,20567,649
2023,11,경기도,연천군,17733,1018,10894,656
2023,11,경기도,오산시,101235,3487,12885,462
2023,11,경기도,용인시,448043,11980,48218,2008
2023,11,경기도,의왕시,59843,1620,8135,460
2023,11,경기도,의정부시,153375,5361,21445,799
2023,11,경기도,이천시,101833,4276,23322,995
2023,11,경기도,파주시,208185,8427,37239,953
2023,11,경기도,평택시,286491,10298,43220,1936
2023,11,경기도,포천시,71927,3675,23727,727
2023,11,경기도,하남시,122755,3076,18252,491
2023,11,경기도,화성시,440550,13423,71289,2324
2023,11,경상남도,거제시,95328,3494,12525,465
2023,11,경상남도,거창군,24433,1111,9687,261
2023,11,경상남도,고성군,20004,894,7652,189
2023,11,경상남도,김해시,242709,7045,45757,1360
2023,11,경상남도,남해군,14309,705,6491,105
2023,11,경상남도,밀양시,43758,1687,16458,826
2023,11,경상남도,사천시,47883,1791,11165,303
2023,11,경상남도,산청군,13706,638,7745,298
2023,11,경상남도,양산시,151068,5111,29739,2233
2023,11,경상남도,의령군,10464,502,5243,172
2023,11,경상남도,진주시,145406,4566,29438,928
2023,11,경상남도,창녕군,25223,1219,10844,216
2023,11,경상남도,창원시,591785,13442,63263,2288
2023,11,경상남도,통영시,43708,2051,9330,231
2023,11,경상남도,하동군,16251,652,8055,165
2023,11,경상남도,함안군,67839,1488,10881,492
2023,11,경상남도,함양군,13483,629,6798,104
2023,11,경상남도,합천군,15726,744,8708,160
2023,11,경상북도,경산시,118899,3574,25019,782
2023,11,경상북도,경주시,119642,4520,28081,919
2023,11,경상북도,고령군,14137,761,7220,139
2023,11,경상북도,구미시,191667,5994,29784,1088
2023,11,경상북도,군위군,23,9,109,12
2023,11,경상북도,김천시,58904,2421,19136,397
2023,11,경상북도,문경시,27480,1384,10721,245
2023,11,경상북도,봉화군,11269,526,7166,76
2023,11,경상북도,상주시,37167,1982,18479,373
2023,11,경상북도,성주군,20236,883,12325,290
2023,11,경상북도,안동시,64741,2690,20808,596
2023,11,경상북도,영덕군,13008,717,6283,113
2023,11,경상북도,영양군,6074,342,3971,44
2023,11,경상북도,영주시,41402,1821,15587,398
2023,11,경상북도,영천시,45400,2092,18023,603
2023,11,경상북도,예천군,22949,856,8835,166
2023,11,경상북도,울릉군,4678,485,1505,33
2023,11,경상북도,울진군,20410,786,6870,167
2023,11,경상북도,의성군,19709,1020,13262,218
2023,11,경상북도,청도군,17907,737,8468,266
2023,11,경상북도,청송군,9885,577,6193,95
2023,11,경상북도,칠곡군,56674,2281,14662,543
2023,11,경상북도,포항시,232368,7218,41709,2919
2023,11,광주광역시,광산구,176381,4978,35095,1622
2023,11,광주광역시,남구,83890,2457,9875,398
2023,11,광주광역시,동구,42484,1191,4665,206
2023,11,광주광역시,북구,174461,5123,26483,1098
2023,11,광주광역시,서구,130636,3537,17454,642
2023,11,대구광역시,군위군,10112,446,5434,81
2023,11,대구광역시,남구,48924,1644,6973,179
2023,11,대구광역시,달서구,252089,5719,35194,1155
2023,11,대구광역시,달성군,119719,3599,22886,728
2023,11,대구광역시,동구,145181,4122,23230,908
2023,11,대구광역시,북구,172717,4556,33109,990
2023,11,대구광역시,서구,60831,1963,12579,277
2023,11,대구광역시,수성구,197718,3855,17513,607
2023,11,대구광역시,중구,55047,1431,5104,120
2023,11,대전광역시,대덕구,73870,2797,17971,776
2023,11,대전광역시,동구,79487,3000,15019,539
2023,11,대전광역시,서구,199250,4898,21305,1012
2023,11,대전광역시,유성구,176659,3613,18399,902
2023,11,대전광역시,중구,84259,3029,14256,530
2023,11,부산광역시,강서구,69143,2074,19064,956
2023,11,부산광역시,금정구,68751,2966,13049,861
2023,11,부산광역시,기장군,74034,2709,12341,462
2023,11,부산광역시,남구,83453,2664,13560,1819
2023,11,부산광역시,동구,42797,1128,6078,1139
2023,11,부산광역시,동래구,87016,2332,11623,476
2023,11,부산광역시,부산진구,134445,3421,15582,749
2023,11,부산광역시,북구,89422,2579,13832,438
2023,11,부산광역시,사상구,69460,2433,16847,542
2023,11,부산광역시,사하구,95928,3142,15037,504
2023,11,부산광역시,서구,26288,952,4677,153
2023,11,부산광역시,수영구,115696,2385,6914,518
2023,11,부산광역시,연제구,113402,2706,10698,899
2023,11,부산광역시,영도구,28146,1329,4635,113
2023,11,부산광역시,중구,31233,564,7173,1808
2023,11,부산광역시,해운대구,160793,3448,15484,811
2023,11,서울특별시,강남구,231063,4629,16211,532
2023,11,서울특별시,강동구,134314,4216,14857,436
2023,11,서울특별시,강북구,62853,3029,8510,267
2023,11,서울특별시,강서구,178174,5755,20968,676
2023,11,서울특별시,관악구,102954,3528,11636,377
2023,11,서울특별시,광진구,84184,2609,10781,234
2023,11,서울특별시,구로구,125844,4870,16854,480
2023,11,서울특별시,금천구,75366,3296,13278,296
2023,11,서울특별시,노원구,135426,4335,12365,521
2023,11,서울특별시,도봉구,81546,3065,10221,351
2023,11,서울특별시,동대문구,87163,2888,12257,302
2023,11,서울특별시,동작구,95892,2499,7864,341
2023,11,서울특별시,마포구,106447,3325,11876,781
2023,11,서울특별시,서대문구,81016,2609,7852,248
2023,11,서울특별시,서초구,157031,3766,15816,458
2023,11,서울특별시,성동구,90767,2832,10502,313
2023,11,서울특별시,성북구,107708,4140,10492,298
2023,11,서울특별시,송파구,214836,5925,23139,771
2023,11,서울특별시,양천구,132570,4016,14321,715
2023,11,서울특별시,영등포구,121411,4082,18133,1091
2023,11,서울특별시,용산구,66602,2073,6150,172
2023,11,서울특별시,은평구,118792,3925,12205,377
2023,11,서울특별시,종로구,41574,3282,5570,274
2023,11,서울특별시,중구,44870,2847,6709,464
2023,11,서울특별시,중랑구,97299,3733,14679,551
2023,11,세종특별자치시,세종시,175616,4128,17283,843
2023,11,울산광역시,남구,141046,3479,19679,931
2023,11,울산광역시,동구,58686,1428,5080,205
2023,11,울산광역시,북구,109574,2434,12956,589
2023,11,울산광역시,울주군,108099,3367,24770,1408
2023,11,울산광역시,중구,91298,2297,11121,486
2023,11,인천광역시,강화군,40449,1566,11150,243
2023,11,인천광역시,계양구,231099,5142,28251,902
2023,11,인천광역시,남동구,247058,6604,33408,1035
2023,11,인천광역시,동구,21058,982,5045,412
2023,11,인천광역시,미추홀구,145518,4462,21893,1295
2023,11,인천광역시,부평구,241726,5910,24366,719
2023,11,인천광역시,서구,266309,7852,40689,1489
2023,11,인천광역시,연수구,205903,3996,15828,908
2023,11,인천광역시,옹진군,8992,635,4075,63
2023,11,인천광역시,중구,67327,2708,17389,2175
2023,11,전라남도,강진군,12457,670,7395,125
2023,11,전라남도,고흥군,20677,1225,12918,163
2023,11,전라남도,곡성군,10508,537,5474,122
2023,11,전라남도,광양시,75678,2559,17895,2158
2023,11,전라남도,구례군,9617,520,4238,90
2023,11,전라남도,나주시,52984,2398,17402,621
2023,11,전라남도,담양군,20408,1100,8949,287
2023,11,전라남도,목포시,84710,3274,15629,664
2023,11,전라남도,무안군,39064,1771,12722,309
2023,11,전라남도,보성군,14036,842,8328,141
2023,11,전라남도,순천시,123593,3805,25015,1366
2023,11,전라남도,신안군,109236,2853,9998,193
2023,11,전라남도,여수시,114801,4153,25391,1283
2023,11,전라남도,영광군,20937,952,8676,160
2023,11,전라남도,영암군,24059,1362,12003,343
2023,11,전라남도,완도군,16337,896,9959,128
2023,11,전라남도,장성군,19178,865,9175,212
2023,11,전라남도,장흥군,13270,686,7437,96
2023,11,전라남도,진도군,11115,637,6481,82
2023,11,전라남도,함평군,21324,825,6765,115
2023,11,전라남도,해남군,104719,3035,15873,167
2023,11,전라남도,화순군,25919,1986,8696,301
2023,11,전라북도,고창군,20095,1439,11034,167
2023,11,전라북도,군산시,116758,3819,22710,1157
2023,11,전라북도,김제시,33943,1747,14648,409
2023,11,전라북도,남원시,29713,1450,13119,247
2023,11,전라북도,무주군,8891,565,4766,89
2023,11,전라북도,부안군,19098,1025,9007,172
2023,11,전라북도,순창군,10107,494,5364,69
2023,11,전라북도,완주군,44925,2183,14786,469
2023,11,전라북도,익산시,114291,4636,27653,828
2023,11,전라북도,임실군,9728,548,5339,95
2023,11,전라북도,장수군,7882,426,4610,75
2023,11,전라북도,전주시,294528,8560,39945,1471
2023,11,전라북도,정읍시,42926,1947,16023,359
2023,11,전라북도,진안군,9533,588,5213,84
2023,11,제주특별자치도,서귀포시,78551,3274,28266,418
2023,11,제주특별자치도,제주시,515119,14019,61194,1773
2023,11,충청남도,계룡시,23162,731,2723,123
2023,11,충청남도,공주시,43655,2092,13720,342
2023,11,충청남도,금산군,21816,1309,9340,193
2023,11,충청남도,논산시,46216,2550,16429,295
2023,11,충청남도,당진시,84305,2909,21415,1250
2023,11,충청남도,보령시,40659,1690,13526,369
2023,11,충청남도,부여군,23171,1548,11738,154
2023,11,충청남도,서산시,81611,3088,20904,821
2023,11,충청남도,서천군,19587,895,8258,180
2023,11,충청남도,아산시,167627,5522,27959,1042
2023,11,충청남도,예산군,34239,1841,12399,317
2023,11,충청남도,천안시,298970,10113,45920,1768
2023,11,충청남도,청양군,11523,601,6570,153
2023,11,충청남도,태안군,24534,1128,11156,193
2023,11,충청남도,홍성군,41851,1694,13155,377
2023,11,충청북도,괴산군,15417,889,8284,123
2023,11,충청북도,단양군,11106,607,5373,312
2023,11,충청북도,보은군,12209,781,7065,155
2023,11,충청북도,영동군,17422,859,8509,133
2023,11,충청북도,옥천군,20139,983,8741,201
2023,11,충청북도,음성군,46885,2445,15290,378
2023,11,충청북도,제천시,54879,2020,15612,1233
2023,11,충청북도,증평군,17175,635,3838,124
2023,11,충청북도,진천군,44128,1675,10319,286
2023,11,충청북도,청원군,9,3,8,0
2023,11,충청북도,청주시,397090,12754,61290,2529
2023,11,충청북도,충주시,99170,3499,22099,721
2023,12,강원특별자치도,강릉시,95708,3256,19872,856
2023,12,강원특별자치도,고성군,11793,545,4182,87
2023,12,강원특별자치도,동해시,40224,1500,7581,392
2023,12,강원특별자치도,삼척시,26650,1091,7126,194
2023,12,강원특별자치도,속초시,35173,1344,5867,251
2023,12,강원특별자치도,양구군,8942,396,3515,76
2023,12,강원특별자치도,양양군,12562,483,4349,111
2023,12,강원특별자치도,영월군,15291,790,6468,170
2023,12,강원특별자치도,원주시,161169,5076,29426,1006
2023,12,강원특별자치도,인제군,14653,590,5169,121
2023,12,강원특별자치도,정선군,14579,740,6479,145
2023,12,강원특별자치도,철원군,17163,796,7304,112
2023,12,강원특별자치도,춘천시,123044,4060,21799,932
2023,12,강원특별자치도,태백시,16589,798,3621,169
2023,12,강원특별자치도,평창군,17972,982,9035,173
2023,12,강원특별자치도,홍천군,28176,1606,12395,230
2023,12,강원특별자치도,화천군,9772,413,3460,92
2023,12,강원특별자치도,횡성군,19772,1011,8987,179
2023,12,경기도,가평군,25504,1384,6988,194
2023,12,경기도,고양시,400162,10870,48898,1568
2023,12,경기도,과천시,29521,682,2396,90
2023,12,경기도,광명시,89882,2946,12854,409
2023,12,경기도,광주시,169514,7617,36193,1027
2023,12,경기도,구리시,62240,1994,9997,353
2023,12,경기도,군포시,89159,2450,13079,447
2023,12,경기도,김포시,203166,6890,35562,1371
2023,12,경기도,남양주시,269173,8820,49638,1573
2023,12,경기도,동두천시,32729,1353,6169,154
2023,12,경기도,부천시,260384,9319,40964,1217
2023,12,경기도,성남시,321336,8930,29710,1237
2023,12,경기도,수원시,501170,15079,51055,2156
2023,12,경기도,시흥시,225897,7249,44064,1174
2023,12,경기도,안산시,262619,11325,48252,1514
2023,12,경기도,안성시,91206,3711,22433,1277
2023,12,경기도,안양시,189764,6195,24680,827
2023,12,경기도,양주시,108726,4368,22584,723
2023,12,경기도,양평군,52816,2444,13337,363
2023,12,경기도,여주시,52953,2808,20606,652
2023,12,경기도,연천군,17752,1011,10691,635
2023,12,경기도,오산시,101387,3468,12893,463
2023,12,경기도,용인시,448760,11953,48391,2025
2023,12,경기도,의왕시,59851,1619,8126,462
2023,12,경기도,의정부시,153499,5326,21413,800
2023,12,경기도,이천시,101899,4312,23327,999
2023,12,경기도,파주시,208354,8438,37340,968
2023,12,경기도,평택시,287291,10315,43212,1958
2023,12,경기도,포천시,71681,3676,23734,729
2023,12,경기도,하남시,122802,3070,18223,495
2023,12,경기도,화성시,442257,13433,71555,2365
2023,12,경상남도,거제시,95450,3491,12561,466
2023,12,경상남도,거창군,24452,1119,9715,263
2023,12,경상남도,고성군,20053,893,7674,192
2023,12,경상남도,김해시,243138,7018,45778,1371
2023,12,경상남도,남해군,14287,711,6466,107
2023,12,경상남도,밀양시,43825,1690,16429,822
2023,12,경상남도,사천시,47983,1774,11129,304
2023,12,경상남도,산청군,13719,634,7763,298
2023,12,경상남도,양산시,151058,5111,29777,2234
2023,12,경상남도,의령군,10448,489,5236,169
2023,12,경상남도,진주시,145400,4561,29443,932
2023,12,경상남도,창녕군,25240,1220,10830,216
2023,12,경상남도,창원시,593445,13387,63144,2303
2023,12,경상남도,통영시,43701,2038,9321,230
2023,12,경상남도,하동군,16218,654,8058,167
2023,12,경상남도,함안군,67859,1515,10894,488
2023,12,경상남도,함양군,13604,629,6790,105
2023,12,경상남도,합천군,15722,750,8722,166
2023,12,경상북도,경산시,119010,3564,25038,794
2023,12,경상북도,경주시,119617,4499,28033,918
2023,12,경상북도,고령군,14105,755,7248,146
2023,12,경상북도,구미시,191959,5966,29781,1097
2023,12,경상북도,군위군,22,5,41,0
2023,12,경상북도,김천시,58828,2413,19131,416
2023,12,경상북도,문경시,27463,1378,10731,249
2023,12,경상북도,봉화군,11264,523,7183,73
2023,12,경상북도,상주시,37224,1970,18512,378
2023,12,경상북도,성주군,20247,887,12347,288
