year,month,sido,gugun,age_group,population
2024,2,경상남도,산청군,50-59세,6085
2024,2,경상남도,산청군,60세이상,18186
2024,2,경상남도,양산시,18-29세,40888
2024,2,경상남도,양산시,30-39세,44055
2024,2,경상남도,양산시,40-49세,61661
2024,2,경상남도,양산시,50-59세,61852
2024,2,경상남도,양산시,60세이상,89134
2024,2,경상남도,의령군,18-29세,1738
2024,2,경상남도,의령군,30-39세,1480
2024,2,경상남도,의령군,40-49세,2402
2024,2,경상남도,의령군,50-59세,4283
2024,2,경상남도,의령군,60세이상,13605
2024,2,경상남도,진주시,18-29세,46821
2024,2,경상남도,진주시,30-39세,38784
2024,2,경상남도,진주시,40-49세,50114
2024,2,경상남도,진주시,50-59세,57986
2024,2,경상남도,진주시,60세이상,95890
2024,2,경상남도,창녕군,18-29세,4009
2024,2,경상남도,창녕군,30-39세,3855
2024,2,경상남도,창녕군,40-49세,6177
2024,2,경상남도,창녕군,50-59세,9883
2024,2,경상남도,창녕군,60세이상,27591
2024,2,경상남도,창원시,18-29세,127346
2024,2,경상남도,창원시,30-39세,120349
2024,2,경상남도,창원시,40-49세,159171
2024,2,경상남도,창원시,50-59세,182210
2024,2,경상남도,창원시,60세이상,272985
2024,2,경상남도,통영시,18-29세,11222
2024,2,경상남도,통영시,30-39세,9964
2024,2,경상남도,통영시,40-49세,19227
2024,2,경상남도,통영시,50-59세,21824
2024,2,경상남도,통영시,60세이상,41035
2024,2,경상남도,하동군,18-29세,2945
2024,2,경상남도,하동군,30-39세,2222
2024,2,경상남도,하동군,40-49세,3808
2024,2,경상남도,하동군,50-59세,7551
2024,2,경상남도,하동군,60세이상,21654
2024,2,경상남도,함안군,18-29세,5264
2024,2,경상남도,함안군,30-39세,4271
2024,2,경상남도,함안군,40-49세,8035
2024,2,경상남도,함안군,50-59세,10848
2024,2,경상남도,함안군,60세이상,24308
2024,2,경상남도,함양군,18-29세,2909
2024,2,경상남도,함양군,30-39세,2123
2024,2,경상남도,함양군,40-49세,3634
2024,2,경상남도,함양군,50-59세,6452
2024,2,경상남도,함양군,60세이상,18158
2024,2,경상남도,합천군,18-29세,2686
2024,2,경상남도,합천군,30-39세,2058
2024,2,경상남도,합천군,40-49세,3503
2024,2,경상남도,합천군,50-59세,6821
2024,2,경상남도,합천군,60세이상,23044
2024,2,경상북도,경산시,18-29세,39094
2024,2,경상북도,경산시,30-39세,30738
2024,2,경상북도,경산시,40-49세,39263
2024,2,경상북도,경산시,50-59세,46927
2024,2,경상북도,경산시,60세이상,74897
2024,2,경상북도,경주시,18-29세,26284
2024,2,경상북도,경주시,30-39세,22851
2024,2,경상북도,경주시,40-49세,32895
2024,2,경상북도,경주시,50-59세,46173
2024,2,경상북도,경주시,60세이상,89656
2024,2,경상북도,고령군,18-29세,2374
2024,2,경상북도,고령군,30-39세,1830
2024,2,경상북도,고령군,40-49세,3210
2024,2,경상북도,고령군,50-59세,5516
2024,2,경상북도,고령군,60세이상,14638
2024,2,경상북도,구미시,18-29세,56617
2024,2,경상북도,구미시,30-39세,58614
2024,2,경상북도,구미시,40-49세,71425
2024,2,경상북도,구미시,50-59세,71569
2024,2,경상북도,구미시,60세이상,79148
2024,2,경상북도,김천시,18-29세,14519
2024,2,경상북도,김천시,30-39세,13485
2024,2,경상북도,김천시,40-49세,18305
2024,2,경상북도,김천시,50-59세,23036
2024,2,경상북도,김천시,60세이상,49254
2024,2,경상북도,문경시,18-29세,6355
2024,2,경상북도,문경시,30-39세,4847
2024,2,경상북도,문경시,40-49세,7762
2024,2,경상북도,문경시,50-59세,11223
2024,2,경상북도,문경시,60세이상,30912
2024,2,경상북도,봉화군,18-29세,1863
2024,2,경상북도,봉화군,30-39세,1464
2024,2,경상북도,봉화군,40-49세,2684
2024,2,경상북도,봉화군,50-59세,4955
2024,2,경상북도,봉화군,60세이상,16168
2024,2,경상북도,상주시,18-29세,8142
2024,2,경상북도,상주시,30-39세,6400
2024,2,경상북도,상주시,40-49세,10238
2024,2,경상북도,상주시,50-59세,15467
2024,2,경상북도,상주시,60세이상,43138
2024,2,경상북도,성주군,18-29세,2951
2024,2,경상북도,성주군,30-39세,2942
2024,2,경상북도,성주군,40-49세,4133
2024,2,경상북도,성주군,50-59세,7566
2024,2,경상북도,성주군,60세이상,21213
2024,2,경상북도,안동시,18-29세,17463
2024,2,경상북도,안동시,30-39세,13841
2024,2,경상북도,안동시,40-49세,20115
2024,2,경상북도,안동시,50-59세,25593
2024,2,경상북도,안동시,60세이상,57009
2024,2,경상북도,영덕군,18-29세,2282
2024,2,경상북도,영덕군,30-39세,1934
2024,2,경상북도,영덕군,40-49세,3231
2024,2,경상북도,영덕군,50-59세,5690
2024,2,경상북도,영덕군,60세이상,18091
2024,2,경상북도,영양군,18-29세,1002
2024,2,경상북도,영양군,30-39세,867
2024,2,경상북도,영양군,40-49세,1400
2024,2,경상북도,영양군,50-59세,2659
2024,2,경상북도,영양군,60세이상,8431
2024,2,경상북도,영주시,18-29세,10644
2024,2,경상북도,영주시,30-39세,7541
2024,2,경상북도,영주시,40-49세,12199
2024,2,경상북도,영주시,50-59세,17200
2024,2,경상북도,영주시,60세이상,40571
2024,2,경상북도,영천시,18-29세,9467
2024,2,경상북도,영천시,30-39세,8588
2024,2,경상북도,영천시,40-49세,11479
2024,2,경상북도,영천시,50-59세,17699
2024,2,경상북도,영천시,60세이상,42990
2024,2,경상북도,예천군,18-29세,4514
2024,2,경상북도,예천군,30-39세,5007
2024,2,경상북도,예천군,40-49세,7103
2024,2,경상북도,예천군,50-59세,7734
2024,2,경상북도,예천군,60세이상,23011
2024,2,경상북도,울릉군,18-29세,895
2024,2,경상북도,울릉군,30-39세,786
2024,2,경상북도,울릉군,40-49세,1182
2024,2,경상북도,울릉군,50-59세,1820
2024,2,경상북도,울릉군,60세이상,3729
2024,2,경상북도,울진군,18-29세,4546
2024,2,경상북도,울진군,30-39세,3738
2024,2,경상북도,울진군,40-49세,5511
2024,2,경상북도,울진군,50-59세,8155
2024,2,경상북도,울진군,60세이상,19568
2024,2,경상북도,의성군,18-29세,2845
2024,2,경상북도,의성군,30-39세,2840
2024,2,경상북도,의성군,40-49세,4060
2024,2,경상북도,의성군,50-59세,7752
2024,2,경상북도,의성군,60세이상,28962
2024,2,경상북도,청도군,18-29세,2570
2024,2,경상북도,청도군,30-39세,2252
2024,2,경상북도,청도군,40-49세,3911
2024,2,경상북도,청도군,50-59세,6806
2024,2,경상북도,청도군,60세이상,22714
2024,2,경상북도,청송군,18-29세,1561
2024,2,경상북도,청송군,30-39세,1481
2024,2,경상북도,청송군,40-49세,2042
2024,2,경상북도,청송군,50-59세,4067
2024,2,경상북도,청송군,60세이상,13167
2024,2,경상북도,칠곡군,18-29세,12070
2024,2,경상북도,칠곡군,30-39세,11570
2024,2,경상북도,칠곡군,40-49세,19423
2024,2,경상북도,칠곡군,50-59세,21030
2024,2,경상북도,칠곡군,60세이상,30331
2024,2,경상북도,포항시,18-29세,57825
2024,2,경상북도,포항시,30-39세,53573
2024,2,경상북도,포항시,40-49세,73750
2024,2,경상북도,포항시,50-59세,86849
2024,2,경상북도,포항시,60세이상,151361
2024,2,광주광역시,광산구,18-29세,64232
2024,2,광주광역시,광산구,30-39세,49451
2024,2,광주광역시,광산구,40-49세,70787
2024,2,광주광역시,광산구,50-59세,71009
2024,2,광주광역시,광산구,60세이상,69785
2024,2,광주광역시,남구,18-29세,28233
2024,2,광주광역시,남구,30-39세,23204
2024,2,광주광역시,남구,40-49세,33442
2024,2,광주광역시,남구,50-59세,32641
2024,2,광주광역시,남구,60세이상,58906
2024,2,광주광역시,동구,18-29세,16346
2024,2,광주광역시,동구,30-39세,14213
2024,2,광주광역시,동구,40-49세,14591
2024,2,광주광역시,동구,50-59세,16016
2024,2,광주광역시,동구,60세이상,32586
2024,2,광주광역시,북구,18-29세,62830
2024,2,광주광역시,북구,30-39세,52420
2024,2,광주광역시,북구,40-49세,64455
2024,2,광주광역시,북구,50-59세,71764
2024,2,광주광역시,북구,60세이상,109151
2024,2,광주광역시,서구,18-29세,46124
2024,2,광주광역시,서구,30-39세,33700
2024,2,광주광역시,서구,40-49세,43913
2024,2,광주광역시,서구,50-59세,50233
2024,2,광주광역시,서구,60세이상,70298
2024,2,대구광역시,군위군,18-29세,1286
2024,2,대구광역시,군위군,30-39세,1191
2024,2,대구광역시,군위군,40-49세,1779
2024,2,대구광역시,군위군,50-59세,3955
2024,2,대구광역시,군위군,60세이상,13421
2024,2,대구광역시,남구,18-29세,19767
2024,2,대구광역시,남구,30-39세,16166
2024,2,대구광역시,남구,40-49세,17834
2024,2,대구광역시,남구,50-59세,23366
2024,2,대구광역시,남구,60세이상,49349
2024,2,대구광역시,달서구,18-29세,75915
2024,2,대구광역시,달서구,30-39세,59833
2024,2,대구광역시,달서구,40-49세,78109
2024,2,대구광역시,달서구,50-59세,98505
2024,2,대구광역시,달서구,60세이상,142245
2024,2,대구광역시,달성군,18-29세,29661
2024,2,대구광역시,달성군,30-39세,36550
2024,2,대구광역시,달성군,40-49세,45554
2024,2,대구광역시,달성군,50-59세,41956
2024,2,대구광역시,달성군,60세이상,61163
2024,2,대구광역시,동구,18-29세,42195
2024,2,대구광역시,동구,30-39세,43430
2024,2,대구광역시,동구,40-49세,49529
2024,2,대구광역시,동구,50-59세,57187
2024,2,대구광역시,동구,60세이상,107196
2024,2,대구광역시,북구,18-29세,63635
2024,2,대구광역시,북구,30-39세,47944
2024,2,대구광역시,북구,40-49세,62446
2024,2,대구광역시,북구,50-59세,77662
2024,2,대구광역시,북구,60세이상,109540
2024,2,대구광역시,서구,18-29세,19186
2024,2,대구광역시,서구,30-39세,18669
2024,2,대구광역시,서구,40-49세,20405
2024,2,대구광역시,서구,50-59세,30419
2024,2,대구광역시,서구,60세이상,61573
2024,2,대구광역시,수성구,18-29세,55690
2024,2,대구광역시,수성구,30-39세,40836
2024,2,대구광역시,수성구,40-49세,65796
2024,2,대구광역시,수성구,50-59세,75033
2024,2,대구광역시,수성구,60세이상,107326
2024,2,대구광역시,중구,18-29세,14148
2024,2,대구광역시,중구,30-39세,14752
2024,2,대구광역시,중구,40-49세,13203
2024,2,대구광역시,중구,50-59세,13025
2024,2,대구광역시,중구,60세이상,23145
2024,2,대전광역시,대덕구,18-29세,24328
2024,2,대전광역시,대덕구,30-39세,19251
2024,2,대전광역시,대덕구,40-49세,23439
2024,2,대전광역시,대덕구,50-59세,33065
2024,2,대전광역시,대덕구,60세이상,49378
2024,2,대전광역시,동구,18-29세,32781
2024,2,대전광역시,동구,30-39세,23679
2024,2,대전광역시,동구,40-49세,30933
2024,2,대전광역시,동구,50-59세,36473
2024,2,대전광역시,동구,60세이상,66654
2024,2,대전광역시,서구,18-29세,77282
2024,2,대전광역시,서구,30-39세,63394
2024,2,대전광역시,서구,40-49세,72031
2024,2,대전광역시,서구,50-59세,77356
2024,2,대전광역시,서구,60세이상,106628
2024,2,대전광역시,유성구,18-29세,60612
2024,2,대전광역시,유성구,30-39세,57523
2024,2,대전광역시,유성구,40-49세,60716
2024,2,대전광역시,유성구,50-59세,58498
2024,2,대전광역시,유성구,60세이상,66752
2024,2,대전광역시,중구,18-29세,31298
2024,2,대전광역시,중구,30-39세,23746
2024,2,대전광역시,중구,40-49세,31957
2024,2,대전광역시,중구,50-59세,38783
2024,2,대전광역시,중구,60세이상,69610
2024,2,부산광역시,강서구,18-29세,12971
2024,2,부산광역시,강서구,30-39세,22663
2024,2,부산광역시,강서구,40-49세,28933
2024,2,부산광역시,강서구,50-59세,17363
2024,2,부산광역시,강서구,60세이상,29695
2024,2,부산광역시,금정구,18-29세,31345
2024,2,부산광역시,금정구,30-39세,21553
2024,2,부산광역시,금정구,40-49세,27911
2024,2,부산광역시,금정구,50-59세,35967
2024,2,부산광역시,금정구,60세이상,75323
2024,2,부산광역시,기장군,18-29세,19370
2024,2,부산광역시,기장군,30-39세,21584
2024,2,부산광역시,기장군,40-49세,33190
2024,2,부산광역시,기장군,50-59세,27024
2024,2,부산광역시,기장군,60세이상,45460
2024,2,부산광역시,남구,18-29세,36810
2024,2,부산광역시,남구,30-39세,26738
2024,2,부산광역시,남구,40-49세,37746
2024,2,부산광역시,남구,50-59세,41782
2024,2,부산광역시,남구,60세이상,80434
2024,2,부산광역시,동구,18-29세,10222
2024,2,부산광역시,동구,30-39세,10947
2024,2,부산광역시,동구,40-49세,11271
2024,2,부산광역시,동구,50-59세,14193
2024,2,부산광역시,동구,60세이상,33255
2024,2,부산광역시,동래구,18-29세,32612
2024,2,부산광역시,동래구,30-39세,31060
2024,2,부산광역시,동래구,40-49세,42940
2024,2,부산광역시,동래구,50-59세,43949
2024,2,부산광역시,동래구,60세이상,80064
2024,2,부산광역시,부산진구,18-29세,54703
2024,2,부산광역시,부산진구,30-39세,50431
2024,2,부산광역시,부산진구,40-49세,49725
2024,2,부산광역시,부산진구,50-59세,56616
2024,2,부산광역시,부산진구,60세이상,110997
2024,2,부산광역시,북구,18-29세,34006
2024,2,부산광역시,북구,30-39세,32225
2024,2,부산광역시,북구,40-49세,36700
2024,2,부산광역시,북구,50-59세,48848
2024,2,부산광역시,북구,60세이상,88113
2024,2,부산광역시,사상구,18-29세,27510
2024,2,부산광역시,사상구,30-39세,23807
2024,2,부산광역시,사상구,40-49세,26247
2024,2,부산광역시,사상구,50-59세,36240
2024,2,부산광역시,사상구,60세이상,68208
2024,2,부산광역시,사하구,18-29세,38056
2024,2,부산광역시,사하구,30-39세,32159
2024,2,부산광역시,사하구,40-49세,42129
2024,2,부산광역시,사하구,50-59세,51375
2024,2,부산광역시,사하구,60세이상,98567
2024,2,부산광역시,서구,18-29세,13559
2024,2,부산광역시,서구,30-39세,10252
2024,2,부산광역시,서구,40-49세,13404
2024,2,부산광역시,서구,50-59세,16837
2024,2,부산광역시,서구,60세이상,39324
2024,2,부산광역시,수영구,18-29세,24474
2024,2,부산광역시,수영구,30-39세,23308
2024,2,부산광역시,수영구,40-49세,24231
2024,2,부산광역시,수영구,50-59세,26766
2024,2,부산광역시,수영구,60세이상,57194
2024,2,부산광역시,연제구,18-29세,26421
2024,2,부산광역시,연제구,30-39세,26959
2024,2,부산광역시,연제구,40-49세,31938
2024,2,부산광역시,연제구,50-59세,34105
2024,2,부산광역시,연제구,60세이상,64465
2024,2,부산광역시,영도구,18-29세,11028
2024,2,부산광역시,영도구,30-39세,9550
2024,2,부산광역시,영도구,40-49세,13471
2024,2,부산광역시,영도구,50-59세,17782
2024,2,부산광역시,영도구,60세이상,44830
2024,2,부산광역시,중구,18-29세,5765
2024,2,부산광역시,중구,30-39세,4263
2024,2,부산광역시,중구,40-49세,4367
2024,2,부산광역시,중구,50-59세,6306
2024,2,부산광역시,중구,60세이상,15674
2024,2,부산광역시,해운대구,18-29세,46599
2024,2,부산광역시,해운대구,30-39세,41034
2024,2,부산광역시,해운대구,40-49세,59038
2024,2,부산광역시,해운대구,50-59세,67365
2024,2,부산광역시,해운대구,60세이상,113297
2024,2,서울특별시,강남구,18-29세,79111
2024,2,서울특별시,강남구,30-39세,79688
2024,2,서울특별시,강남구,40-49세,101373
2024,2,서울특별시,강남구,50-59세,86838
2024,2,서울특별시,강남구,60세이상,120860
2024,2,서울특별시,강동구,18-29세,63549
2024,2,서울특별시,강동구,30-39세,68305
2024,2,서울특별시,강동구,40-49세,74971
2024,2,서울특별시,강동구,50-59세,70856
2024,2,서울특별시,강동구,60세이상,119891
2024,2,서울특별시,강북구,18-29세,42097
2024,2,서울특별시,강북구,30-39세,34705
2024,2,서울특별시,강북구,40-49세,39518
2024,2,서울특별시,강북구,50-59세,50286
2024,2,서울특별시,강북구,60세이상,94384
2024,2,서울특별시,강서구,18-29세,87118
2024,2,서울특별시,강서구,30-39세,96074
2024,2,서울특별시,강서구,40-49세,86255
2024,2,서울특별시,강서구,50-59세,83287
2024,2,서울특별시,강서구,60세이상,145420
2024,2,서울특별시,관악구,18-29세,113682
2024,2,서울특별시,관악구,30-39세,88469
2024,2,서울특별시,관악구,40-49세,61425
2024,2,서울특별시,관악구,50-59세,65860
2024,2,서울특별시,관악구,60세이상,117557
2024,2,서울특별시,광진구,18-29세,63895
2024,2,서울특별시,광진구,30-39세,54667
2024,2,서울특별시,광진구,40-49세,48003
2024,2,서울특별시,광진구,50-59세,53144
2024,2,서울특별시,광진구,60세이상,81919
2024,2,서울특별시,구로구,18-29세,56187
2024,2,서울특별시,구로구,30-39세,60906
2024,2,서울특별시,구로구,40-49세,58151
2024,2,서울특별시,구로구,50-59세,61939
2024,2,서울특별시,구로구,60세이상,110037
2024,2,서울특별시,금천구,18-29세,37749
2024,2,서울특별시,금천구,30-39세,37927
2024,2,서울특별시,금천구,40-49세,29374
2024,2,서울특별시,금천구,50-59세,37454
2024,2,서울특별시,금천구,60세이상,65074
2024,2,서울특별시,노원구,18-29세,76706
2024,2,서울특별시,노원구,30-39세,60544
2024,2,서울특별시,노원구,40-49세,74903
2024,2,서울특별시,노원구,50-59세,86597
2024,2,서울특별시,노원구,60세이상,135943
2024,2,서울특별시,도봉구,18-29세,42052
2024,2,서울특별시,도봉구,30-39세,37406
2024,2,서울특별시,도봉구,40-49세,42304
2024,2,서울특별시,도봉구,50-59세,54260
2024,2,서울특별시,도봉구,60세이상,99110
2024,2,서울특별시,동대문구,18-29세,62443
2024,2,서울특별시,동대문구,30-39세,49300
2024,2,서울특별시,동대문구,40-49세,48586
2024,2,서울특별시,동대문구,50-59세,52709
2024,2,서울특별시,동대문구,60세이상,93051
2024,2,서울특별시,동작구,18-29세,69611
2024,2,서울특별시,동작구,30-39세,59500
2024,2,서울특별시,동작구,40-49세,54356
2024,2,서울특별시,동작구,50-59세,57443
2024,2,서울특별시,동작구,60세이상,97625
2024,2,서울특별시,마포구,18-29세,64516
2024,2,서울특별시,마포구,30-39세,63556
2024,2,서울특별시,마포구,40-49세,56874
2024,2,서울특별시,마포구,50-59세,56315
2024,2,서울특별시,마포구,60세이상,81273
2024,2,서울특별시,서대문구,18-29세,53441
2024,2,서울특별시,서대문구,30-39세,44558
2024,2,서울특별시,서대문구,40-49세,44058
2024,2,서울특별시,서대문구,50-59세,49030
2024,2,서울특별시,서대문구,60세이상,80332
2024,2,서울특별시,서초구,18-29세,58080
2024,2,서울특별시,서초구,30-39세,56811
2024,2,서울특별시,서초구,40-49세,72309
2024,2,서울특별시,서초구,50-59세,65485
2024,2,서울특별시,서초구,60세이상,91195
2024,2,서울특별시,성동구,18-29세,44985
2024,2,서울특별시,성동구,30-39세,45553
2024,2,서울특별시,성동구,40-49세,40744
2024,2,서울특별시,성동구,50-59세,44496
2024,2,서울특별시,성동구,60세이상,70877
2024,2,서울특별시,성북구,18-29세,72711
2024,2,서울특별시,성북구,30-39세,55579
2024,2,서울특별시,성북구,40-49세,63045
2024,2,서울특별시,성북구,50-59세,71040
2024,2,서울특별시,성북구,60세이상,111848
2024,2,서울특별시,송파구,18-29세,94995
2024,2,서울특별시,송파구,30-39세,104677
2024,2,서울특별시,송파구,40-49세,106553
2024,2,서울특별시,송파구,50-59세,101003
2024,2,서울특별시,송파구,60세이상,157230
2024,2,서울특별시,양천구,18-29세,61030
2024,2,서울특별시,양천구,30-39세,52713
2024,2,서울특별시,양천구,40-49세,72523
2024,2,서울특별시,양천구,50-59세,74749
2024,2,서울특별시,양천구,60세이상,110518
2024,2,서울특별시,영등포구,18-29세,61802
2024,2,서울특별시,영등포구,30-39세,70950
2024,2,서울특별시,영등포구,40-49세,53930
2024,2,서울특별시,영등포구,50-59세,55486
2024,2,서울특별시,영등포구,60세이상,92872
2024,2,서울특별시,용산구,18-29세,32605
2024,2,서울특별시,용산구,30-39세,37124
2024,2,서울특별시,용산구,40-49세,31011
2024,2,서울특별시,용산구,50-59세,34031
2024,2,서울특별시,용산구,60세이상,55102
2024,2,서울특별시,은평구,18-29세,69008
2024,2,서울특별시,은평구,30-39세,66029
2024,2,서울특별시,은평구,40-49세,69914
2024,2,서울특별시,은평구,50-59세,78014
2024,2,서울특별시,은평구,60세이상,131411
2024,2,서울특별시,종로구,18-29세,23781
2024,2,서울특별시,종로구,30-39세,19239
2024,2,서울특별시,종로구,40-49세,19129
2024,2,서울특별시,종로구,50-59세,23894
2024,2,서울특별시,종로구,60세이상,40009
2024,2,서울특별시,중구,18-29세,18883
2024,2,서울특별시,중구,30-39세,20983
2024,2,서울특별시,중구,40-49세,16730
2024,2,서울특별시,중구,50-59세,19142
2024,2,서울특별시,중구,60세이상,35397
2024,2,서울특별시,중랑구,18-29세,54876
2024,2,서울특별시,중랑구,30-39세,57708
2024,2,서울특별시,중랑구,40-49세,53103
2024,2,서울특별시,중랑구,50-59세,64807
2024,2,서울특별시,중랑구,60세이상,114151
2024,2,세종특별자치시,세종특별자치시,18-29세,45376
2024,2,세종특별자치시,세종특별자치시,30-39세,58866
2024,2,세종특별자치시,세종특별자치시,40-49세,77524
2024,2,세종특별자치시,세종특별자치시,50-59세,55072
2024,2,세종특별자치시,세종특별자치시,60세이상,64128
2024,2,울산광역시,남구,18-29세,43386
2024,2,울산광역시,남구,30-39세,40139
2024,2,울산광역시,남구,40-49세,46563
2024,2,울산광역시,남구,50-59세,58955
2024,2,울산광역시,남구,60세이상,74881
2024,2,울산광역시,동구,18-29세,18036
2024,2,울산광역시,동구,30-39세,18544
2024,2,울산광역시,동구,40-49세,26977
2024,2,울산광역시,동구,50-59세,24397
2024,2,울산광역시,동구,60세이상,39190
2024,2,울산광역시,북구,18-29세,27451
2024,2,울산광역시,북구,30-39세,29878
2024,2,울산광역시,북구,40-49세,39451
2024,2,울산광역시,북구,50-59세,39047
2024,2,울산광역시,북구,60세이상,40213
2024,2,울산광역시,울주군,18-29세,27296
2024,2,울산광역시,울주군,30-39세,23143
2024,2,울산광역시,울주군,40-49세,33244
2024,2,울산광역시,울주군,50-59세,43687
2024,2,울산광역시,울주군,60세이상,61005
2024,2,울산광역시,중구,18-29세,24984
2024,2,울산광역시,중구,30-39세,24382
2024,2,울산광역시,중구,40-49세,31394
2024,2,울산광역시,중구,50-59세,38916
2024,2,울산광역시,중구,60세이상,59558
2024,2,인천광역시,강화군,18-29세,5351
2024,2,인천광역시,강화군,30-39세,4815
2024,2,인천광역시,강화군,40-49세,7107
2024,2,인천광역시,강화군,50-59세,11162
2024,2,인천광역시,강화군,60세이상,34159
2024,2,인천광역시,계양구,18-29세,40378
2024,2,인천광역시,계양구,30-39세,35581
2024,2,인천광역시,계양구,40-49세,39610
2024,2,인천광역시,계양구,50-59세,55179
2024,2,인천광역시,계양구,60세이상,77134
2024,2,인천광역시,남동구,18-29세,68246
2024,2,인천광역시,남동구,30-39세,61062
2024,2,인천광역시,남동구,40-49세,79487
2024,2,인천광역시,남동구,50-59세,86976
2024,2,인천광역시,남동구,60세이상,128995
2024,2,인천광역시,동구,18-29세,6918
2024,2,인천광역시,동구,30-39세,6498
2024,2,인천광역시,동구,40-49세,8892
2024,2,인천광역시,동구,50-59세,9882
2024,2,인천광역시,동구,60세이상,20580
2024,2,인천광역시,미추홀구,18-29세,57688
2024,2,인천광역시,미추홀구,30-39세,55348
2024,2,인천광역시,미추홀구,40-49세,62798
2024,2,인천광역시,미추홀구,50-59세,67912
2024,2,인천광역시,미추홀구,60세이상,114788
2024,2,인천광역시,부평구,18-29세,69846
2024,2,인천광역시,부평구,30-39세,72223
2024,2,인천광역시,부평구,40-49세,73613
2024,2,인천광역시,부평구,50-59세,87353
2024,2,인천광역시,부평구,60세이상,132571
2024,2,인천광역시,서구,18-29세,84358
2024,2,인천광역시,서구,30-39세,96318
2024,2,인천광역시,서구,40-49세,110262
2024,2,인천광역시,서구,50-59세,104854
2024,2,인천광역시,서구,60세이상,124525
2024,2,인천광역시,연수구,18-29세,54721
2024,2,인천광역시,연수구,30-39세,54096
2024,2,인천광역시,연수구,40-49세,69524
2024,2,인천광역시,연수구,50-59세,66367
2024,2,인천광역시,연수구,60세이상,77906
2024,2,인천광역시,옹진군,18-29세,2672
2024,2,인천광역시,옹진군,30-39세,1742
2024,2,인천광역시,옹진군,40-49세,2169
2024,2,인천광역시,옹진군,50-59세,3291
2024,2,인천광역시,옹진군,60세이상,8979
2024,2,인천광역시,중구,18-29세,23262
2024,2,인천광역시,중구,30-39세,25496
2024,2,인천광역시,중구,40-49세,28137
2024,2,인천광역시,중구,50-59세,24430
2024,2,인천광역시,중구,60세이상,35578
2024,2,전라남도,강진군,18-29세,2753
2024,2,전라남도,강진군,30-39세,2102
2024,2,전라남도,강진군,40-49세,3261
2024,2,전라남도,강진군,50-59세,5243
2024,2,전라남도,강진군,60세이상,16081
2024,2,전라남도,고흥군,18-29세,4166
2024,2,전라남도,고흥군,30-39세,3088
2024,2,전라남도,고흥군,40-49세,5394
2024,2,전라남도,고흥군,50-59세,9550
2024,2,전라남도,고흥군,60세이상,34028
2024,2,전라남도,곡성군,18-29세,2327
2024,2,전라남도,곡성군,30-39세,1510
2024,2,전라남도,곡성군,40-49세,2582
2024,2,전라남도,곡성군,50-59세,4622
2024,2,전라남도,곡성군,60세이상,13687
2024,2,전라남도,광양시,18-29세,20695
2024,2,전라남도,광양시,30-39세,18407
2024,2,전라남도,광양시,40-49세,22866
2024,2,전라남도,광양시,50-59세,30293
2024,2,전라남도,광양시,60세이상,36472
2024,2,전라남도,구례군,18-29세,1914
2024,2,전라남도,구례군,30-39세,1318
2024,2,전라남도,구례군,40-49세,2363
2024,2,전라남도,구례군,50-59세,4405
2024,2,전라남도,구례군,60세이상,12148
2024,2,전라남도,나주시,18-29세,12896
2024,2,전라남도,나주시,30-39세,14165
2024,2,전라남도,나주시,40-49세,17027
2024,2,전라남도,나주시,50-59세,17601
2024,2,전라남도,나주시,60세이상,38172
2024,2,전라남도,담양군,18-29세,4322
2024,2,전라남도,담양군,30-39세,3328
2024,2,전라남도,담양군,40-49세,4739
2024,2,전라남도,담양군,50-59세,7945
2024,2,전라남도,담양군,60세이상,20571
2024,2,전라남도,목포시,18-29세,28450
2024,2,전라남도,목포시,30-39세,21313
2024,2,전라남도,목포시,40-49세,34507
2024,2,전라남도,목포시,50-59세,37189
2024,2,전라남도,목포시,60세이상,60065
2024,2,전라남도,무안군,18-29세,10745
2024,2,전라남도,무안군,30-39세,9982
2024,2,전라남도,무안군,40-49세,14442
2024,2,전라남도,무안군,50-59세,13727
2024,2,전라남도,무안군,60세이상,25754
2024,2,전라남도,보성군,18-29세,2816
2024,2,전라남도,보성군,30-39세,2027
2024,2,전라남도,보성군,40-49세,3419
2024,2,전라남도,보성군,50-59세,6087
2024,2,전라남도,보성군,60세이상,20164
2024,2,전라남도,순천시,18-29세,38644
2024,2,전라남도,순천시,30-39세,31868
2024,2,전라남도,순천시,40-49세,40486
2024,2,전라남도,순천시,50-59세,49207
2024,2,전라남도,순천시,60세이상,74495
2024,2,전라남도,신안군,18-29세,2801
2024,2,전라남도,신안군,30-39세,2284
2024,2,전라남도,신안군,40-49세,3956
2024,2,전라남도,신안군,50-59세,6765
2024,2,전라남도,신안군,60세이상,19429
2024,2,전라남도,여수시,18-29세,34515
2024,2,전라남도,여수시,30-39세,27971
2024,2,전라남도,여수시,40-49세,38476
2024,2,전라남도,여수시,50-59세,47565
2024,2,전라남도,여수시,60세이상,85966
2024,2,전라남도,영광군,18-29세,5124
2024,2,전라남도,영광군,30-39세,4479
2024,2,전라남도,영광군,40-49세,6069
2024,2,전라남도,영광군,50-59세,8356
2024,2,전라남도,영광군,60세이상,21071
2024,2,전라남도,영암군,18-29세,5420
2024,2,전라남도,영암군,30-39세,3938
2024,2,전라남도,영암군,40-49세,6952
2024,2,전라남도,영암군,50-59세,9537
2024,2,전라남도,영암군,60세이상,20519
2024,2,전라남도,완도군,18-29세,3726
